,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,
889,58GR44,KOSPI,KBGR44POSCO콜,,,,,,,,
890,58GR45,KOSPI,KBGR45POSCO콜,,,,,,,,
891,58GR46,KOSPI,KBGR46POSCO풋,,,,,,,,
892,58GR47,KOSPI,KBGR47SK콜,,,,,,,,
893,58GR48,KOSPI,KBGR48SK풋,,,,,,,,
894,58GR49,KOSPI,KBGR49SK바이오콜,,,,,,,,
895,58GR50,KOSPI,KBGR50SK바이오콜,,,,,,,,
896,58GR51,KOSPI,KBGR51SK아이이콜,,,,,,,,
897,58GR52,KOSPI,KBGR52SK이노콜,,,,,,,,
898,58GR53,KOSPI,KBGR53SK이노풋,,,,,,,,
899,58GR54,KOSPI,KBGR54SK하이닉콜,,,,,,,,
900,58GR55,KOSPI,KBGR55SK하이닉콜,,,,,,,,
901,58GR56,KOSPI,KBGR56금호석유콜,,,,,,,,
902,58GR57,KOSPI,KBGR57금호석유콜,,,,,,,,
903,58GR58,KOSPI,KBGR58금호석유풋,,,,,,,,
904,58GR59,KOSPI,KBGR59기아콜,,,,,,,,
905,58GR60,KOSPI,KBGR60기아콜,,,,,,,,
906,58GR61,KOSPI,KBGR61기아풋,,,,,,,,
907,58GR62,KOSPI,KBGR62넷마블콜,,,,,,,,
908,58GR63,KOSPI,KBGR63넷마블풋,,,,,,,,
909,58GR64,KOSPI,KBGR64녹십자콜,,,,,,,,
910,58GR65,KOSPI,KBGR65두산중공콜,,,,,,,,
911,58GR66,KOSPI,KBGR66두산중공콜,,,,,,,,
912,58GR67,KOSPI,KBGR67두산퓨얼콜,,,,,,,,
913,58GR68,KOSPI,KBGR68롯데케미콜,,,,,,,,
914,58GR69,KOSPI,KBGR69롯데케미콜,,,,,,,,
915,58GR70,KOSPI,KBGR70롯데케미풋,,,,,,,,
916,58GR71,KOSPI,KBGR71삼성SDI콜,,,,,,,,
917,58GR72,KOSPI,KBGR72삼성SDI풋,,,,,,,,
918,58GR73,KOSPI,KBGR73삼성물산콜,,,,,,,,
919,58GR74,KOSPI,KBGR74삼성물산풋,,,,,,,,
920,58GR75,KOSPI,KBGR75삼성바이콜,,,,,,,,
921,58GR76,KOSPI,KBGR76삼성바이콜,,,,,,,,
922,58GR77,KOSPI,KBGR77삼성엔지콜,,,,,,,,
923,58GR78,KOSPI,KBGR78삼성엔지풋,,,,,,,,
924,58GR79,KOSPI,KBGR79삼성전기콜,,,,,,,,
925,58GR80,KOSPI,KBGR80삼성전기풋,,,,,,,,
926,58GR81,KOSPI,KBGR81삼성전자콜,,,,,,,,
927,58GR82,KOSPI,KBGR82삼성전자콜,,,,,,,,
928,58GR83,KOSPI,KBGR83삼성전자콜,,,,,,,,
929,58GR84,KOSPI,KBGR84삼성전자풋,,,,,,,,
930,58GR85,KOSPI,KBGR85셀트리온콜,,,,,,,,
931,58GR86,KOSPI,KBGR86셀트리온콜,,,,,,,,
932,58GR87,KOSPI,KBGR87셀트리온풋,,,,,,,,
933,58GR88,KOSPI,KBGR88셀트제약콜,,,,,,,,
934,58GR89,KOSPI,KBGR89셀트헬스콜,,,,,,,,
935,58GR90,KOSPI,KBGR90셀트헬스풋,,,,,,,,
936,58GR91,KOSPI,KBGR91신한지주콜,,,,,,,,
937,58GR92,KOSPI,KBGR92신한지주풋,,,,,,,,
938,58GR93,KOSPI,KBGR93아모레콜,,,,,,,,
939,58GR94,KOSPI,KBGR94아모레콜,,,,,,,,
940,58GR95,KOSPI,KBGR95SK바이팜콜,,,,,,,,
941,58GR96,KOSPI,KBGR96NC소프트콜,,,,,,,,
942,58GR97,KOSPI,KBGR97NC소프트풋,,,,,,,,
943,58GR98,KOSPI,KBGR98카카오콜,,,,,,,,
944,58GR99,KOSPI,KBGR99카카오콜,,,,,,,,
945,58GS00,KOSPI,KBGS00카카오풋,,,,,,,,
946,58GS02,KOSPI,KBGS02카카뱅크콜,,,,,,,,
947,58GS03,KOSPI,KBGS03하나금융콜,,,,,,,,
948,58GS04,KOSPI,KBGS04하나금융풋,,,,,,,,
949,58GS05,KOSPI,KBGS05하나금융콜,,,,,,,,
950,58GS06,KOSPI,KBGS06하이브콜,,,,,,,,
951,58GS07,KOSPI,KBGS07하이브콜,,,,,,,,
952,58GS08,KOSPI,KBGS08한국전력콜,,,,,,,,
953,58GS09,KOSPI,KBGS09한화솔루콜,,,,,,,,
954,58GS10,KOSPI,KBGS10한화솔루콜,,,,,,,,
955,58GS11,KOSPI,KBGS11한화솔루풋,,,,,,,,
956,58GS12,KOSPI,KBGS12모비스콜,,,,,,,,
957,58GS13,KOSPI,KBGS13모비스풋,,,,,,,,
958,58GS14,KOSPI,KBGS14현대제철콜,,,,,,,,
959,58GS15,KOSPI,KBGS15현대제철콜,,,,,,,,
960,58GS16,KOSPI,KBGS16현대제철풋,,,,,,,,
961,58GS17,KOSPI,KBGS17현대차콜,,,,,,,,
962,58GS18,KOSPI,KBGS18현대차콜,,,,,,,,
963,58GS19,KOSPI,KBGS19현대차풋,,,,,,,,
964,58GS20,KOSPI,KBGS20현대상선콜,,,,,,,,
965,58GS21,KOSPI,KBGS21엘지디스콜,,,,,,,,
966,58GS22,KOSPI,KBGS22LG생건콜,,,,,,,,
967,58GS23,KOSPI,KBGS23엘지전자콜,,,,,,,,
968,58GS24,KOSPI,KBGS24LG화학콜,,,,,,,,
969,58GS25,KOSPI,KBGS25네이버콜,,,,,,,,
970,58GS26,KOSPI,KBGS26POSCO콜,,,,,,,,
971,58GS27,KOSPI,KBGS27SK바이오콜,,,,,,,,
972,58GS28,KOSPI,KBGS28SK아이이콜,,,,,,,,
973,58GS29,KOSPI,KBGS29SK하이닉풋,,,,,,,,
974,58GS30,KOSPI,KBGS30SK하이닉콜,,,,,,,,
975,58GS31,KOSPI,KBGS31기아콜,,,,,,,,
976,58GS32,KOSPI,KBGS32두산중공콜,,,,,,,,
977,58GS33,KOSPI,KBGS33롯데케미콜,,,,,,,,
978,58GS34,KOSPI,KBGS34삼성SDI콜,,,,,,,,
979,58GS35,KOSPI,KBGS35삼성바이콜,,,,,,,,
980,58GS36,KOSPI,KBGS36삼성엔지콜,,,,,,,,
981,58GS37,KOSPI,KBGS37삼성전기콜,,,,,,,,
982,58GS38,KOSPI,KBGS38삼성전자콜,,,,,,,,
983,58GS39,KOSPI,KBGS39삼성전자콜,,,,,,,,
984,58GS40,KOSPI,KBGS40셀트리온콜,,,,,,,,
985,58GS41,KOSPI,KBGS41셀트제약콜,,,,,,,,
986,58GS42,KOSPI,KBGS42셀트헬스콜,,,,,,,,
987,58GS43,KOSPI,KBGS43아모레콜,,,,,,,,
988,58GS44,KOSPI,KBGS44카카오콜,,,,,,,,
989,58GS45,KOSPI,KBGS45카카오콜,,,,,,,,
990,58GS46,KOSPI,KBGS46카카뱅크콜,,,,,,,,
991,58GS47,KOSPI,KBGS47하나금융콜,,,,,,,,
992,58GS48,KOSPI,KBGS48하이브콜,,,,,,,,
993,58GS49,KOSPI,KBGS49한국전력콜,,,,,,,,
994,58GS50,KOSPI,KBGS50한화솔루콜,,,,,,,,
995,58GS51,KOSPI,KBGS51모비스콜,,,,,,,,
996,58GS52,KOSPI,KBGS52현대제철콜,,,,,,,,
997,58GS53,KOSPI,KBGS53엘지디스콜,,,,,,,,
998,58GS54,KOSPI,KBGS54LG이노텍콜,,,,,,,,
999,58GS55,KOSPI,KBGS55엘지전자콜,,,,,,,,
1000,58GS56,KOSPI,KBGS56LG화학콜,,,,,,,,
1001,58GS57,KOSPI,KBGS57네이버콜,,,,,,,,
1002,58GS58,KOSPI,KBGS58POSCO콜,,,,,,,,
1003,58GS59,KOSPI,KBGS59SK콜,,,,,,,,
1004,58GS60,KOSPI,KBGS60SK하이닉콜,,,,,,,,
1005,58GS61,KOSPI,KBGS61SK하이닉콜,,,,,,,,
1006,58GS62,KOSPI,KBGS62기아콜,,,,,,,,
1007,58GS63,KOSPI,KBGS63녹십자콜,,,,,,,,
1008,58GS64,KOSPI,KBGS64롯데케미콜,,,,,,,,
1009,58GS65,KOSPI,KBGS65삼성SDI콜,,,,,,,,
1010,58GS66,KOSPI,KBGS66삼성물산콜,,,,,,,,
1011,58GS67,KOSPI,KBGS67삼성바이콜,,,,,,,,
1012,58GS68,KOSPI,KBGS68삼성전자콜,,,,,,,,
1013,58GS69,KOSPI,KBGS69삼성전자콜,,,,,,,,
1014,58GS70,KOSPI,KBGS70삼성전자풋,,,,,,,,
1015,58GS71,KOSPI,KBGS71셀트리온콜,,,,,,,,
1016,58GS72,KOSPI,KBGS72신한지주콜,,,,,,,,
1017,58GS73,KOSPI,KBGS73카카오콜,,,,,,,,
1018,58GS74,KOSPI,KBGS74카카오콜,,,,,,,,
1019,58GS76,KOSPI,KBGS76카카뱅크콜,,,,,,,,
1020,58GS77,KOSPI,KBGS77하이브콜,,,,,,,,
1021,58GS78,KOSPI,KBGS78현대차콜,,,,,,,,
1022,58GS79,KOSPI,KBGS79엘지디스콜,,,,,,,,
1023,58GS80,KOSPI,KBGS80엘지전자콜,,,,,,,,
1024,58GS81,KOSPI,KBGS81LG화학콜,,,,,,,,
1025,58GS82,KOSPI,KBGS82네이버콜,,,,,,,,
1026,58GS83,KOSPI,KBGS83POSCO콜,,,,,,,,
1027,58GS84,KOSPI,KBGS84SK이노콜,,,,,,,,
1028,58GS85,KOSPI,KBGS85SK하이닉콜,,,,,,,,
1029,58GS86,KOSPI,KBGS86기아콜,,,,,,,,
1030,58GS87,KOSPI,KBGS87삼성전자콜,,,,,,,,
1031,58GS88,KOSPI,KBGS88삼성전자콜,,,,,,,,
1032,58GS89,KOSPI,KBGS89삼성전자콜,,,,,,,,
1033,58GS90,KOSPI,KBGS90셀트리온콜,,,,,,,,
1034,58GS91,KOSPI,KBGS91셀트리온풋,,,,,,,,
1035,58GS92,KOSPI,KBGS92NC소프트콜,,,,,,,,
1036,58GS93,KOSPI,KBGS93카카오콜,,,,,,,,
1037,58GS94,KOSPI,KBGS94카카오콜,,,,,,,,
1038,58GS95,KOSPI,KBGS95하나금융콜,,,,,,,,
1039,58GS96,KOSPI,KBGS96모비스콜,,,,,,,,
1040,58GS97,KOSPI,KBGS97삼성SDI콜,,,,,,,,
1041,58GS98,KOSPI,KBGS98삼성전자콜,,,,,,,,
1042,58GS99,KOSPI,KBGS99삼성전자콜,,,,,,,,
1043,58GT00,KOSPI,KBGT00신한지주콜,,,,,,,,
1044,58GT01,KOSPI,KBGT01SK바이팜콜,,,,,,,,
1045,58GT02,KOSPI,KBGT02모비스콜,,,,,,,,
1046,58GT03,KOSPI,KBGT03현대차콜,,,,,,,,
1047,58GT04,KOSPI,KBGT04삼성전자콜,,,,,,,,
1048,58GT05,KOSPI,KBGT05삼성전자콜,,,,,,,,
1049,58GT06,KOSPI,KBGT06KOSPI200풋,,,,,,,,
1050,58GT07,KOSPI,KBGT07KOSPI200풋,,,,,,,,
1051,58GT08,KOSPI,KBGT08KOSPI200풋,,,,,,,,
1052,58GT09,KOSPI,KBGT09KOSPI200풋,,,,,,,,
1053,58GT10,KOSPI,KBGT10KOSPI200풋,,,,,,,,
1054,58GT11,KOSPI,KBGT11KOSPI200풋,,,,,,,,
1055,58GT12,KOSPI,KBGT12KOSPI200풋,,,,,,,,
1056,58GT13,KOSPI,KBGT13KOSPI200풋,,,,,,,,
1057,58GT14,KOSPI,KBGT14KOSPI200풋,,,,,,,,
1058,58GT15,KOSPI,KBGT15KOSPI200풋,,,,,,,,
1059,58GT16,KOSPI,KBGT16KOSPI200콜,,,,,,,,
1060,58GT17,KOSPI,KBGT17KOSPI200콜,,,,,,,,
1061,58GT18,KOSPI,KBGT18KOSPI200콜,,,,,,,,
1062,58GT19,KOSPI,KBGT19KOSPI200콜,,,,,,,,
1063,58GT20,KOSPI,KBGT20KOSPI200콜,,,,,,,,
1064,58GT21,KOSPI,KBGT21KOSPI200콜,,,,,,,,
1065,58GT22,KOSPI,KBGT22KOSPI200콜,,,,,,,,
1066,58GT23,KOSPI,KBGT23KOSPI200콜,,,,,,,,
1067,58GT24,KOSPI,KBGT24KOSPI200콜,,,,,,,,
1068,58GT25,KOSPI,KBGT25KOSPI200콜,,,,,,,,
1069,58GT26,KOSPI,KBGT26KOSPI200풋,,,,,,,,
1070,58GT27,KOSPI,KBGT27KOSPI200풋,,,,,,,,
1071,58GT28,KOSPI,KBGT28KOSPI200풋,,,,,,,,
1072,58GT29,KOSPI,KBGT29KOSPI200풋,,,,,,,,
1073,58GT30,KOSPI,KBGT30KOSPI200풋,,,,,,,,
1074,58GT31,KOSPI,KBGT31KOSPI200풋,,,,,,,,
1075,58GT32,KOSPI,KBGT32KOSPI200풋,,,,,,,,
1076,58GT33,KOSPI,KBGT33KOSPI200풋,,,,,,,,
1077,58GT34,KOSPI,KBGT34KOSPI200풋,,,,,,,,
1078,58GT35,KOSPI,KBGT35KOSPI200풋,,,,,,,,
1079,58GT36,KOSPI,KBGT36KOSPI200풋,,,,,,,,
1080,58GT37,KOSPI,KBGT37KOSPI200풋,,,,,,,,
1081,58GT38,KOSPI,KBGT38KOSPI200풋,,,,,,,,
1082,58GT39,KOSPI,KBGT39KOSPI200풋,,,,,,,,
1083,58GT40,KOSPI,KBGT40KOSPI200풋,,,,,,,,
1084,58GT41,KOSPI,KBGT41KOSPI200풋,,,,,,,,
1085,58GT42,KOSPI,KBGT42KOSPI200풋,,,,,,,,
1086,58GT43,KOSPI,KBGT43KOSPI200풋,,,,,,,,
1087,58GT44,KOSPI,KBGT44KOSPI200풋,,,,,,,,
1088,58GT45,KOSPI,KBGT45KOSPI200풋,,,,,,,,
1089,58GT46,KOSPI,KBGT46엘지디스콜,,,,,,,,
1090,58GT47,KOSPI,KBGT47LG생건풋,,,,,,,,
1091,58GT48,KOSPI,KBGT48LG이노텍콜,,,,,,,,
1092,58GT49,KOSPI,KBGT49LG이노텍콜,,,,,,,,
1093,58GT50,KOSPI,KBGT50엘지전자콜,,,,,,,,
1094,58GT51,KOSPI,KBGT51엘지전자풋,,,,,,,,
1095,58GT52,KOSPI,KBGT52LG화학콜,,,,,,,,
1096,58GT53,KOSPI,KBGT53LG화학콜,,,,,,,,
1097,58GT54,KOSPI,KBGT54LG화학풋,,,,,,,,
1098,58GT55,KOSPI,KBGT55네이버콜,,,,,,,,
1099,58GT56,KOSPI,KBGT56네이버풋,,,,,,,,
1100,58GT57,KOSPI,KBGT57POSCO콜,,,,,,,,
1101,58GT58,KOSPI,KBGT58POSCO콜,,,,,,,,
1102,58GT59,KOSPI,KBGT59SK콜,,,,,,,,
1103,58GT60,KOSPI,KBGT60SK바이오콜,,,,,,,,
1104,58GT61,KOSPI,KBGT61SK아이이콜,,,,,,,,
1105,58GT62,KOSPI,KBGT62SK이노콜,,,,,,,,
1106,58GT63,KOSPI,KBGT63SK이노풋,,,,,,,,
1107,58GT64,KOSPI,KBGT64SK하이닉콜,,,,,,,,
1108,58GT65,KOSPI,KBGT65SK하이닉콜,,,,,,,,
1109,58GT66,KOSPI,KBGT66SK하이닉풋,,,,,,,,
1110,58GT67,KOSPI,KBGT67금호석유콜,,,,,,,,
1111,58GT68,KOSPI,KBGT68금호석유풋,,,,,,,,
1112,58GT69,KOSPI,KBGT69기아콜,,,,,,,,
1113,58GT70,KOSPI,KBGT70기아풋,,,,,,,,
1114,58GT71,KOSPI,KBGT71넷마블콜,,,,,,,,
1115,58GT72,KOSPI,KBGT72녹십자콜,,,,,,,,
1116,58GT73,KOSPI,KBGT73두산퓨얼콜,,,,,,,,
1117,58GT74,KOSPI,KBGT74두산퓨얼콜,,,,,,,,
1118,58GT75,KOSPI,KBGT75롯데케미콜,,,,,,,,
1119,58GT76,KOSPI,KBGT76롯데케미풋,,,,,,,,
1120,58GT77,KOSPI,KBGT77삼성SDI콜,,,,,,,,
1121,58GT78,KOSPI,KBGT78삼성SDI풋,,,,,,,,
1122,58GT79,KOSPI,KBGT79삼성물산콜,,,,,,,,
1123,58GT80,KOSPI,KBGT80삼성바이콜,,,,,,,,
1124,58GT81,KOSPI,KBGT81삼성바이콜,,,,,,,,
1125,58GT82,KOSPI,KBGT82삼성바이풋,,,,,,,,
1126,58GT83,KOSPI,KBGT83삼성엔지콜,,,,,,,,
1127,58GT84,KOSPI,KBGT84삼성전기콜,,,,,,,,
1128,58GT85,KOSPI,KBGT85삼성전자콜,,,,,,,,
1129,58GT86,KOSPI,KBGT86삼성전자콜,,,,,,,,
1130,58GT87,KOSPI,KBGT87삼성전자콜,,,,,,,,
1131,58GT88,KOSPI,KBGT88삼성전자콜,,,,,,,,
1132,58GT89,KOSPI,KBGT89삼성전자콜,,,,,,,,
1133,58GT90,KOSPI,KBGT90삼성전자콜,,,,,,,,
1134,58GT91,KOSPI,KBGT91삼성전자풋,,,,,,,,
1135,58GT92,KOSPI,KBGT92신한지주콜,,,,,,,,
1136,58GT93,KOSPI,KBGT93신한지주풋,,,,,,,,
1137,58GT94,KOSPI,KBGT94신한지주콜,,,,,,,,
1138,58GT95,KOSPI,KBGT95아모레콜,,,,,,,,
1139,58GT96,KOSPI,KBGT96아모레콜,,,,,,,,
1140,58GT97,KOSPI,KBGT97아모레풋,,,,,,,,
1141,58GT98,KOSPI,KBGT98SK바이팜콜,,,,,,,,
1142,58GT99,KOSPI,KBGT99NC소프트콜,,,,,,,,
1143,58GV00,KOSPI,KBGV00NC소프트콜,,,,,,,,
1144,58GV01,KOSPI,KBGV01NC소프트풋,,,,,,,,
1145,58GV02,KOSPI,KBGV02카카오콜,,,,,,,,
1146,58GV03,KOSPI,KBGV03카카뱅크콜,,,,,,,,
1147,58GV04,KOSPI,KBGV04카카뱅크콜,,,,,,,,
1148,58GV05,KOSPI,KBGV05카카뱅크풋,,,,,,,,
1149,58GV06,KOSPI,KBGV06크래프톤콜,,,,,,,,
1150,58GV07,KOSPI,KBGV07크래프톤콜,,,,,,,,
1151,58GV08,KOSPI,KBGV08포스코케콜,,,,,,,,
1152,58GV09,KOSPI,KBGV09포스코케콜,,,,,,,,
1153,58GV10,KOSPI,KBGV10하나금융콜,,,,,,,,
1154,58GV11,KOSPI,KBGV11하나금융콜,,,,,,,,
1155,58GV12,KOSPI,KBGV12하이브콜,,,,,,,,
1156,58GV13,KOSPI,KBGV13하이브콜,,,,,,,,
1157,58GV14,KOSPI,KBGV14한국전력콜,,,,,,,,
1158,58GV15,KOSPI,KBGV15한국전력풋,,,,,,,,
1159,58GV16,KOSPI,KBGV16한국조선콜,,,,,,,,
1160,58GV17,KOSPI,KBGV17한화솔루콜,,,,,,,,
1161,58GV18,KOSPI,KBGV18한화솔루풋,,,,,,,,
1162,58GV19,KOSPI,KBGV19모비스콜,,,,,,,,
1163,58GV20,KOSPI,KBGV20모비스풋,,,,,,,,
1164,58GV21,KOSPI,KBGV21현대제철콜,,,,,,,,
1165,58GV22,KOSPI,KBGV22현대차콜,,,,,,,,
1166,58GV23,KOSPI,KBGV23현대차풋,,,,,,,,
1167,58GV24,KOSPI,KBGV24현대차콜,,,,,,,,
1168,58GV25,KOSPI,KBGV25현대상선콜,,,,,,,,
1169,58GV26,KOSPI,KBGV26엘지디스콜,,,,,,,,
1170,58GV27,KOSPI,KBGV27LG생건콜,,,,,,,,
1171,58GV28,KOSPI,KBGV28LG이노텍콜,,,,,,,,
1172,58GV29,KOSPI,KBGV29엘지전자콜,,,,,,,,
1173,58GV30,KOSPI,KBGV30POSCO풋,,,,,,,,
1174,58GV31,KOSPI,KBGV31POSCO콜,,,,,,,,
1175,58GV32,KOSPI,KBGV32SK바이오콜,,,,,,,,
1176,58GV33,KOSPI,KBGV33SK아이이콜,,,,,,,,
1177,58GV34,KOSPI,KBGV34SK이노콜,,,,,,,,
1178,58GV35,KOSPI,KBGV35SK하이닉콜,,,,,,,,
1179,58GV36,KOSPI,KBGV36SK하이닉콜,,,,,,,,
1180,58GV37,KOSPI,KBGV37금호석유콜,,,,,,,,
1181,58GV38,KOSPI,KBGV38기아콜,,,,,,,,
1182,58GV39,KOSPI,KBGV39넷마블콜,,,,,,,,
1183,58GV40,KOSPI,KBGV40넷마블풋,,,,,,,,
1184,58GV41,KOSPI,KBGV41두산퓨얼콜,,,,,,,,
1185,58GV42,KOSPI,KBGV42롯데케미콜,,,,,,,,
1186,58GV43,KOSPI,KBGV43삼성SDI콜,,,,,,,,
1187,58GV44,KOSPI,KBGV44삼성물산풋,,,,,,,,
1188,58GV45,KOSPI,KBGV45삼성바이콜,,,,,,,,
1189,58GV46,KOSPI,KBGV46삼성엔지콜,,,,,,,,
1190,58GV47,KOSPI,KBGV47삼성엔지풋,,,,,,,,
1191,58GV48,KOSPI,KBGV48삼성전기콜,,,,,,,,
1192,58GV49,KOSPI,KBGV49삼성전기풋,,,,,,,,
1193,58GV50,KOSPI,KBGV50삼성전자콜,,,,,,,,
1194,58GV51,KOSPI,KBGV51삼성전자콜,,,,,,,,
1195,58GV52,KOSPI,KBGV52신한지주콜,,,,,,,,
1196,58GV53,KOSPI,KBGV53아모레콜,,,,,,,,
1197,58GV54,KOSPI,KBGV54SK바이팜콜,,,,,,,,
1198,58GV55,KOSPI,KBGV55NC소프트콜,,,,,,,,
1199,58GV56,KOSPI,KBGV56카카오풋,,,,,,,,
1200,58GV57,KOSPI,KBGV57카카뱅크콜,,,,,,,,
1201,58GV58,KOSPI,KBGV58카카뱅크콜,,,,,,,,
1202,58GV59,KOSPI,KBGV59크래프톤콜,,,,,,,,
1203,58GV60,KOSPI,KBGV60포스코케콜,,,,,,,,
1204,58GV61,KOSPI,KBGV61하나금융풋,,,,,,,,
1205,58GV62,KOSPI,KBGV62하나금융콜,,,,,,,,
1206,58GV63,KOSPI,KBGV63하이브콜,,,,,,,,
1207,58GV64,KOSPI,KBGV64한국전력콜,,,,,,,,
1208,58GV65,KOSPI,KBGV65한국조선콜,,,,,,,,
1209,58GV66,KOSPI,KBGV66한화솔루콜,,,,,,,,
1210,58GV67,KOSPI,KBGV67모비스콜,,,,,,,,
1211,58GV68,KOSPI,KBGV68현대제철콜,,,,,,,,
1212,58GV69,KOSPI,KBGV69현대차콜,,,,,,,,
1213,58GV70,KOSPI,KBGV70LG화학콜,,,,,,,,
1214,58GV71,KOSPI,KBGV71네이버콜,,,,,,,,
1215,58GV72,KOSPI,KBGV72네이버콜,,,,,,,,
1216,58GV73,KOSPI,KBGV73SK콜,,,,,,,,
1217,58GV74,KOSPI,KBGV74SK하이닉풋,,,,,,,,
1218,58GV75,KOSPI,KBGV75SK하이닉콜,,,,,,,,
1219,58GV76,KOSPI,KBGV76SK하이닉콜,,,,,,,,
1220,58GV77,KOSPI,KBGV77기아콜,,,,,,,,
1221,58GV78,KOSPI,KBGV78녹십자콜,,,,,,,,
1222,58GV79,KOSPI,KBGV79롯데케미콜,,,,,,,,
1223,58GV80,KOSPI,KBGV80삼성SDI콜,,,,,,,,
1224,58GV81,KOSPI,KBGV81삼성물산콜,,,,,,,,
1225,58GV82,KOSPI,KBGV82삼성바이콜,,,,,,,,
1226,58GV83,KOSPI,KBGV83삼성엔지콜,,,,,,,,
1227,58GV84,KOSPI,KBGV84삼성전기콜,,,,,,,,
1228,58GV85,KOSPI,KBGV85삼성전자콜,,,,,,,,
1229,58GV86,KOSPI,KBGV86삼성전자콜,,,,,,,,
1230,58GV87,KOSPI,KBGV87삼성전자콜,,,,,,,,
1231,58GV88,KOSPI,KBGV88삼성전자풋,,,,,,,,
1232,58GV89,KOSPI,KBGV89신한지주콜,,,,,,,,
1233,58GV90,KOSPI,KBGV90NC소프트콜,,,,,,,,
1234,58GV91,KOSPI,KBGV91카카오콜,,,,,,,,
1235,58GV92,KOSPI,KBGV92카카뱅크콜,,,,,,,,
1236,58GV93,KOSPI,KBGV93크래프톤콜,,,,,,,,
1237,58GV94,KOSPI,KBGV94하나금융콜,,,,,,,,
1238,58GV95,KOSPI,KBGV95하이브콜,,,,,,,,
1239,58GV96,KOSPI,KBGV96한화솔루콜,,,,,,,,
1240,58GV97,KOSPI,KBGV97모비스콜,,,,,,,,
1241,58GV98,KOSPI,KBGV98현대차콜,,,,,,,,
1242,58GV99,KOSPI,KBGV99엘지디스콜,,,,,,,,
1243,58GW00,KOSPI,KBGW00엘지전자콜,,,,,,,,
1244,58GW01,KOSPI,KBGW01LG화학콜,,,,,,,,
1245,58GW02,KOSPI,KBGW02네이버콜,,,,,,,,
1246,58GW03,KOSPI,KBGW03POSCO콜,,,,,,,,
1247,58GW04,KOSPI,KBGW04SK이노콜,,,,,,,,
1248,58GW05,KOSPI,KBGW05SK하이닉콜,,,,,,,,
1249,58GW06,KOSPI,KBGW06SK하이닉콜,,,,,,,,
1250,58GW07,KOSPI,KBGW07기아콜,,,,,,,,
1251,58GW08,KOSPI,KBGW08롯데케미콜,,,,,,,,
1252,58GW09,KOSPI,KBGW09삼성바이콜,,,,,,,,
1253,58GW10,KOSPI,KBGW10삼성전자콜,,,,,,,,
1254,58GW11,KOSPI,KBGW11삼성전자콜,,,,,,,,
1255,58GW12,KOSPI,KBGW12삼성전자콜,,,,,,,,
1256,58GW13,KOSPI,KBGW13카카오콜,,,,,,,,
1257,58GW14,KOSPI,KBGW14삼성SDI콜,,,,,,,,
1258,58GW15,KOSPI,KBGW15삼성전자콜,,,,,,,,
1259,58GW16,KOSPI,KBGW16삼성전자풋,,,,,,,,
1260,58GW17,KOSPI,KBGW17카카뱅크콜,,,,,,,,
1261,58GW18,KOSPI,KBGW18포스코케콜,,,,,,,,
1262,58GW19,KOSPI,KBGW19모비스콜,,,,,,,,
1263,58GW20,KOSPI,KBGW20현대차콜,,,,,,,,
1264,58GW21,KOSPI,KBGW21삼성전자콜,,,,,,,,
1265,58GW22,KOSPI,KBGW22삼성전자콜,,,,,,,,
1266,58GW23,KOSPI,KBGW23삼성전자콜,,,,,,,,
1267,58GW24,KOSPI,KBGW24삼성전자콜,,,,,,,,
1268,58GW25,KOSPI,KBGW25삼성전자콜,,,,,,,,
1269,58GW26,KOSPI,KBGW26삼성전자풋,,,,,,,,
1270,58GW27,KOSPI,KBGW27신한지주콜,,,,,,,,
1271,58GW28,KOSPI,KBGW28하나금융콜,,,,,,,,
1272,58GW29,KOSPI,KBGW29삼성전자콜,,,,,,,,
1273,58GW30,KOSPI,KBGW30삼성전자콜,,,,,,,,
1274,58GW31,KOSPI,KBGW31삼성전자콜,,,,,,,,
1275,58GW32,KOSPI,KBGW32삼성전자콜,,,,,,,,
1276,58GW33,KOSPI,KBGW33삼성전자풋,,,,,,,,
1277,58GW34,KOSPI,KBGW34KOSPI200콜,,,,,,,,
1278,58GW35,KOSPI,KBGW35KOSPI200콜,,,,,,,,
1279,58GW36,KOSPI,KBGW36KOSPI200콜,,,,,,,,
1280,58GW37,KOSPI,KBGW37KOSPI200콜,,,,,,,,
1281,58GW38,KOSPI,KBGW38KOSPI200콜,,,,,,,,
1282,58GW39,KOSPI,KBGW39KOSPI200콜,,,,,,,,
1283,58GW40,KOSPI,KBGW40KOSPI200콜,,,,,,,,
1284,58GW41,KOSPI,KBGW41KOSPI200콜,,,,,,,,
1285,58GW42,KOSPI,KBGW42KOSPI200콜,,,,,,,,
1286,58GW43,KOSPI,KBGW43KOSPI200콜,,,,,,,,
1287,58GW44,KOSPI,KBGW44KOSPI200콜,,,,,,,,
1288,58GW45,KOSPI,KBGW45KOSPI200풋,,,,,,,,
1289,58GW46,KOSPI,KBGW46KOSPI200풋,,,,,,,,
1290,58GW47,KOSPI,KBGW47KOSPI200풋,,,,,,,,
1291,58GW48,KOSPI,KBGW48KOSPI200풋,,,,,,,,
1292,58GW49,KOSPI,KBGW49KOSPI200풋,,,,,,,,
1293,58GW50,KOSPI,KBGW50KOSPI200풋,,,,,,,,
